road_edge_id,original_u,original_v,original_key,original_osmid,road_node_u,road_node_v
edge_000385,321717390,370358655,0,32881102,node_000345,node_005310
edge_000386,321717390,6642465565,0,"[253047209, 253047210, 253047212, 240896461, 32881106, 32881107]",node_000345,node_005443
edge_000387,1807828116,332614860,0,"[169616162, 169616137, 169616112, 169616113, 169616116]",node_000346,node_000996
edge_000388,11551687830,5356987652,0,555205147,node_000347,node_003285
edge_000389,321717403,605257863,0,"[253283617, 253283618, 253329807]",node_000349,node_000050
edge_000390,644629661,3458726163,0,354891619,node_000350,node_005257
edge_000391,644629662,11729771673,0,238762904,node_000351,node_002436
edge_000392,644629673,2476598094,0,239883754,node_000352,node_003039
edge_000393,1807828138,332614860,0,"[169616120, 169616145, 169616141]",node_000353,node_000996
edge_000394,1807828138,1807828254,0,"[169616136, 169616139, 169616149]",node_000353,node_000388
edge_000395,529974456,287331502,0,173221592,node_000354,node_001759
edge_000396,244466876,265709351,0,"[169207746, 169207726, 154117616, 169207728, 169207742]",node_000356,node_003490
edge_000397,1074578621,1074578704,0,1293392810,node_000357,node_000383
edge_000398,2636760275,12553988926,0,817111077,node_000358,node_003879
edge_000399,10682614998,7278878451,0,238470231,node_000359,node_002646
edge_000400,529695965,9296390426,0,160074660,node_000360,node_003665
edge_000401,1634403551,1634403550,0,150541842,node_000362,node_000361
edge_000402,1634403551,36704941,0,"[1147869771, 172428907, 1197038476, 162586535]",node_000362,node_001593
edge_000403,1634403553,1634403554,0,226283773,node_000364,node_000365
edge_000404,1634403554,1634403556,0,591027185,node_000365,node_000367
edge_000405,1634403554,9981930330,0,"[120521120, 1089712085, 226283773]",node_000365,node_003892
edge_000406,6949733600,1637646449,0,742331881,node_000366,node_000039
edge_000407,1634403557,35835325,0,187043104,node_000368,node_001074
edge_000408,6949733607,296816704,0,"[183455672, 150899313, 183455669]",node_000369,node_001260
edge_000409,1837712615,1977839588,0,"[187029995, 187030005, 29149759]",node_000370,node_004295
edge_000410,1837712615,1977839531,0,"[172936601, 23024001, 187030003, 187029997]",node_000370,node_004275
edge_000411,1074578666,2115201509,0,"[23024006, 92623055]",node_000371,node_003764
edge_000412,1807828202,30993615,0,176576438,node_000372,node_004042
edge_000413,1807828205,233760538,0,169616144,node_000373,node_003486
edge_000414,1074578671,420508721,0,35976491,node_000374,node_004695
edge_000415,1074578671,384252946,0,"[92623064, 92623050, 92623044]",node_000374,node_005556
edge_000416,1837712625,1796577978,0,"[25757014, 175420535]",node_000375,node_002296
edge_000417,1837712625,1837712754,0,"[175420528, 172936610, 175420522, 175420495]",node_000375,node_000436
edge_000418,1837712629,1837712615,0,"[1228972584, 1228972585, 1228972586, 1228972587, 42746703, 30880112, 172936601]",node_000376,node_000370
edge_000419,380765441,380765472,0,127843729,node_000377,node_000389
edge_000420,1074578691,8066775424,0,"[865458856, 865458857, 92623054]",node_000378,node_005312
edge_000421,8972272900,9150886777,0,183822175,node_000379,node_004620
edge_000422,8972272900,9150886769,0,183822175,node_000379,node_004616
edge_000423,1807828231,1807828138,0,169616120,node_000380,node_000353
edge_000424,1807828231,30993622,0,"[176576443, 176576438, 176576447]",node_000380,node_004049
edge_000425,754517262,754516776,0,87340003,node_000381,node_000261
edge_000426,754517262,754515195,0,"[1148231172, 29549943]",node_000381,node_005614
edge_000427,9296266511,9296278320,0,30041876,node_000382,node_004570
edge_000428,1074578704,320694018,0,"[865448519, 865448520, 937453481, 937453482, 42746760, 937453486, 937453487]",node_000383,node_003475
edge_000429,9296266514,9296266511,0,30041876,node_000385,node_000382
edge_000430,10720724245,10867693784,0,178768451,node_000386,node_002145
edge_000431,1074578716,13115573819,0,92623068,node_000387,node_000512
edge_000432,1807828254,2423797937,0,169616155,node_000388,node_005219
edge_000433,380765472,2360241161,0,127843729,node_000389,node_003971
edge_000434,1074578722,606142362,0,92623034,node_000390,node_005818
edge_000435,1074578722,384252945,0,"[92623049, 92623071]",node_000390,node_005555
edge_000436,604783906,604780315,0,159797590,node_000391,node_004999
edge_000437,644629795,644629949,0,50636595,node_000392,node_000465
edge_000438,325682471,1361129217,0,1091808634,node_000393,node_004230
edge_000439,9399878951,9399878959,0,238767505,node_000394,node_000399
edge_000440,9399878951,2465672200,0,238767505,node_000394,node_003970
edge_000441,384255273,8778820486,0,948410292,node_000395,node_003915
edge_000442,384255273,1840135885,0,"[1292598917, 29152117]",node_000395,node_005753
edge_000443,1837712682,343337933,0,30880134,node_000396,node_003953
edge_000444,1837712682,1837712629,0,"[172936634, 175420518]",node_000396,node_000376
edge_000445,746964268,10048484062,0,226280299,node_000398,node_004533
edge_000446,9399878959,9126697195,0,238767505,node_000399,node_002148
edge_000447,9399878959,9399878951,0,238767505,node_000399,node_000394
edge_000448,1807828273,1807828205,0,"[169616144, 169616157, 169616135]",node_000400,node_000373
edge_000449,1807828273,1807827989,0,"[169616121, 169616148, 169616153]",node_000400,node_000322
edge_000450,3983803698,8738589755,0,126860193,node_000401,node_000963
edge_000451,1074578737,1074578722,0,"[92623033, 92623034]",node_000402,node_000390
edge_000452,1074578737,1074578586,0,"[92623032, 92623073, 92623063]",node_000402,node_000348
edge_000453,7142360371,9794904920,0,1066694614,node_000403,node_003044
edge_000454,1807828276,1807828273,0,169616148,node_000404,node_000400
edge_000455,1807828276,1807828116,0,"[1410495872, 169616129, 169616116]",node_000404,node_000346
edge_000456,9424307510,1851958736,0,"[174524113, 174524110]",node_000405,node_003361
edge_000457,1837712703,1837712682,0,"[30880133, 30880134]",node_000407,node_000396
edge_000458,1837712704,1837712708,0,"[175420546, 175420506]",node_000408,node_000416
edge_000459,1074578753,8066689793,0,"[92623065, 92623051, 92623045]",node_000409,node_003855
edge_000460,1074578753,384252945,0,865448531,node_000409,node_005555
edge_000461,9424307522,4551069489,0,459197600,node_000410,node_001165
edge_000462,9424307523,4551069493,0,459197602,node_000411,node_001167
edge_000463,387155267,11710004487,0,114637118,node_000412,node_005628
edge_000464,387155267,11710004478,0,1259566992,node_000412,node_005616
edge_000465,345589058,1317216454,0,723907156,node_000413,node_002774
edge_000466,2515879234,11091158892,0,244247165,node_000414,node_003515
edge_000467,387155271,387155276,0,33803489,node_000415,node_000418
edge_000468,387155271,11710004478,0,47500140,node_000415,node_005616
edge_000469,1837712708,343337933,0,"[172936633, 175420493]",node_000416,node_003953
edge_000470,1837712708,1837724982,0,175420545,node_000416,node_004783
edge_000471,387155276,387155347,0,114637125,node_000418,node_000445
edge_000472,387155277,387155384,0,114637121,node_000419,node_000463
edge_000473,387155277,387155281,0,33803490,node_000419,node_000421
edge_000474,345589069,10676277830,0,723907156,node_000420,node_001548
edge_000475,387155281,11710004497,0,33803510,node_000421,node_005635
edge_000476,387155281,387155384,0,33803511,node_000421,node_000463
edge_000477,345589075,10676184557,0,150595805,node_000422,node_003369
edge_000478,320472404,331006801,0,"[42746888, 42746856, 30052122]",node_000423,node_000268
edge_000479,1074578774,1074578621,0,865448523,node_000424,node_000357
edge_000480,1182696794,1182696858,0,"[102413688, 334488837]",node_000425,node_000447
edge_000481,1182696794,1940022522,0,"[102413724, 183789587, 102413707]",node_000425,node_003282
edge_000482,342803804,9033666118,0,127843729,node_000426,node_001116
edge_000483,1074578783,1074578621,0,"[92623072, 455343810, 92623076, 92623060, 92623062]",node_000427,node_000357
edge_000484,10907403618,10907403619,0,30042591,node_000428,node_000429
edge_000485,10907403619,10044550362,0,30042591,node_000429,node_004048
edge_000486,10907403620,10907403621,0,707723439,node_000430,node_000431
edge_000487,10907403621,1673211034,0,707723439,node_000431,node_004026
edge_000488,534250856,1869694478,0,176437970,node_000432,node_000494
edge_000489,1837712744,1837712629,0,"[1228972584, 172936602]",node_000433,node_000376
edge_000490,1074578793,1074578737,0,"[92623048, 92623033, 92623074]",node_000434,node_000402
edge_000491,1074578793,1074578704,0,"[92623040, 1293392809, 29155926, 201526587, 92623069]",node_000434,node_000383
edge_000492,1837712754,1837712707,0,"[175420522, 175420532]",node_000436,node_000417
edge_000493,534250868,343318895,0,159803203,node_000437,node_002846
edge_000494,534250872,1411227179,0,945305345,node_000438,node_002536
edge_000495,9345336699,1410728871,0,175230198,node_000439,node_000293
edge_000496,1647461759,1634491263,0,"[1301409323, 150552495]",node_000441,node_002344
edge_000497,320898440,320898441,0,29179104,node_000442,node_000443
edge_000498,320898440,320899729,0,29179113,node_000442,node_000835
edge_000499,1837712785,1796577978,0,"[175420531, 172936605]",node_000444,node_002296
edge_000500,1837712785,1837712754,0,"[175420530, 175420517]",node_000444,node_000436
edge_000501,387155347,387155357,0,165743457,node_000445,node_000450
edge_000502,387155347,387155351,0,33803505,node_000445,node_000446
edge_000503,387155351,387155357,0,33803506,node_000446,node_000450
edge_000504,387155351,11710004470,0,47500010,node_000446,node_005610
edge_000505,387155354,11710004477,0,165743484,node_000448,node_005615
edge_000506,387155354,11710004470,0,1259566990,node_000448,node_005610
edge_000507,1182696859,1939935855,0,"[334488816, 183587131, 360392581, 360392583]",node_000449,node_001567
edge_000508,1182696859,1939935600,0,"[102413685, 1141353414, 102413727]",node_000449,node_001442
edge_000509,387155357,72759646,0,"[165743457, 114637127]",node_000450,node_005296
edge_000510,387155358,387155377,0,114637128,node_000451,node_000462
edge_000511,387155358,387155360,0,33803507,node_000451,node_000453
edge_000512,1837712794,1837712744,0,"[172936602, 30880015]",node_000452,node_000433
edge_000513,1837712794,1837712785,0,172936605,node_000452,node_000444
edge_000514,387155360,387155377,0,33803509,node_000453,node_000462
edge_000515,387155360,11710004488,0,47499959,node_000453,node_005629
edge_000516,5202429340,8575678984,0,664504060,node_000454,node_005358
edge_000517,754402721,1634899838,0,150589178,node_000455,node_001985
edge_000518,387155364,11710004496,0,165743485,node_000456,node_005634
edge_000519,387155364,11710004488,0,1259566994,node_000456,node_005629
edge_000520,1837712811,1837712813,0,172936613,node_000457,node_000458
edge_000521,1837712811,6784002911,0,"[926502761, 926502762, 175420524, 1120066189, 1120066190]",node_000457,node_003897
edge_000522,1182696879,1940022430,0,183597923,node_000459,node_003226
edge_000523,604800433,1686009455,0,156341858,node_000460,node_004906
edge_000524,387155378,11710004506,0,114637118,node_000461,node_005636
edge_000525,387155378,11710004497,0,1259566996,node_000461,node_005635
edge_000526,387155377,387155277,0,114637113,node_000462,node_000419
edge_000527,387155384,1298050549,0,114637119,node_000463,node_004138
edge_000528,9094448568,76440376,0,"[33680826, 146712622]",node_000464,node_003028
edge_000529,9094448568,9063935600,0,"[1266775749, 983612460, 983612461]",node_000464,node_004189
edge_000530,644629949,320477387,0,"[239546816, 402955412, 402955415]",node_000465,node_002133
edge_000531,644629950,2473239028,0,"[239546812, 29131077, 239546815]",node_000466,node_002894
edge_000532,644629950,644629954,0,50636596,node_000466,node_000468
edge_000533,754517445,754515487,0,144927488,node_000469,node_005710
edge_000534,754517445,754515195,0,144927486,node_000469,node_005614
edge_000535,1554253256,1721478309,0,160071227,node_000470,node_004030
edge_000536,11542201809,11542197960,0,1143829995,node_000471,node_004948
edge_000537,11542201809,11542197966,0,1143829995,node_000471,node_004952
edge_000538,644629969,644630022,0,50636607,node_000472,node_000488
edge_000539,10004202971,7228937621,0,1092352017,node_000473,node_001799
edge_000540,10004202971,6112733716,0,664505203,node_000473,node_003783
edge_000541,1291601375,605307455,0,47576118,node_000474,node_000207
edge_000542,2591114726,2290922395,0,"[1380262499, 1380262500, 926502759, 547890004, 547890005, 243902742, 219963927, 547890008, 547890010]",node_000477,node_004634
edge_000543,1837712871,1837712864,0,172936620,node_000478,node_000475
edge_000544,1837712871,2199344740,0,"[926502759, 926502760, 1120066187, 1120066188, 219963925]",node_000478,node_001881
edge_000545,2591114733,2591114726,0,253134181,node_000479,node_000477
edge_000546,3075540462,3133150790,0,"[241256300, 241256309]",node_000480,node_001868
edge_000547,3075540462,3075540491,0,303214798,node_000480,node_000490
edge_000548,2591114736,2591114733,0,253134181,node_000481,node_000479
edge_000549,3075540468,3075540462,0,"[241256312, 241256300, 485297045]",node_000482,node_000480
edge_000550,9719891454,8105562968,0,1057815776,node_000483,node_001657
edge_000551,9719891454,5068541068,0,1057815779,node_000483,node_000980
edge_000552,9719891455,9094448568,0,33680826,node_000484,node_000464
edge_000553,2591114755,2591114764,0,253134180,node_000485,node_000496
edge_000554,2591114755,2591114733,0,253134182,node_000485,node_000479
edge_000555,3075540484,320907427,0,"[303214792, 1156614578, 664494038]",node_000486,node_003629
edge_000556,605259269,13429002517,0,"[361811297, 317918498, 317918502, 1380317325, 1372599292, 317918462]",node_000487,node_001399
edge_000557,644630022,608739007,0,"[42746905, 673209578, 29131171, 673209574]",node_000488,node_002619
edge_000558,644630023,644630029,0,50636608,node_000489,node_000499
edge_000559,644630023,320478159,0,"[42746925, 42746926, 673209567]",node_000489,node_002361
edge_000560,3075540491,530664864,0,308031267,node_000490,node_001066
edge_000561,2591114763,2591114736,0,253134181,node_000491,node_000481
edge_000562,656033291,1253535009,0,"[128009716, 29241925]",node_000492,node_004077
edge_000563,656033293,635573461,0,"[51391844, 219663111]",node_000493,node_001767
edge_000564,1869694478,1719057378,0,176442975,node_000494,node_005524
edge_000565,656033294,656033303,0,51382858,node_000495,node_000502
edge_000566,2591114764,2591114766,0,253134180,node_000496,node_000498
edge_000567,321717778,1304748427,0,"[9745904, 47683692]",node_000497,node_002854
edge_000568,2591114765,2591114763,0,253134181,node_000501,node_000491
edge_000569,656033303,27547644,0,136879322,node_000502,node_002037
